"Row ID","Geography ID","Name","Variable Code","Variable","Value","Variable Unit","Date","Location"
"19007_2010_CAINC1-1_annual","19007","Appanoose","CAINC1-1","Personal income","$383,113","Thousands of dollars","12/31/2010","POINT (-92.873061 40.744296)"
"19007_2010_CAINC1-3_annual","19007","Appanoose","CAINC1-3","Per capita personal income","$29,798","Dollars","12/31/2010","POINT (-92.873061 40.744296)"
"19007_2011_CAINC1-1_annual","19007","Appanoose","CAINC1-1","Personal income","$400,452","Thousands of dollars","12/31/2011","POINT (-92.873061 40.744296)"
"19007_2011_CAINC1-3_annual","19007","Appanoose","CAINC1-3","Per capita personal income","$31,200","Dollars","12/31/2011","POINT (-92.873061 40.744296)"
"19007_2012_CAINC1-1_annual","19007","Appanoose","CAINC1-1","Personal income","$407,597","Thousands of dollars","12/31/2012","POINT (-92.873061 40.744296)"
"19007_2012_CAINC1-3_annual","19007","Appanoose","CAINC1-3","Per capita personal income","$32,140","Dollars","12/31/2012","POINT (-92.873061 40.744296)"
"19007_2013_CAINC1-1_annual","19007","Appanoose","CAINC1-1","Personal income","$409,096","Thousands of dollars","12/31/2013","POINT (-92.873061 40.744296)"
"19007_2013_CAINC1-3_annual","19007","Appanoose","CAINC1-3","Per capita personal income","$32,434","Dollars","12/31/2013","POINT (-92.873061 40.744296)"
"19007_2014_CAINC1-1_annual","19007","Appanoose","CAINC1-1","Personal income","$414,421","Thousands of dollars","12/31/2014","POINT (-92.873061 40.744296)"
"19007_2014_CAINC1-3_annual","19007","Appanoose","CAINC1-3","Per capita personal income","$32,844","Dollars","12/31/2014","POINT (-92.873061 40.744296)"
"19007_2015_CAINC1-1_annual","19007","Appanoose","CAINC1-1","Personal income","$430,721","Thousands of dollars","12/31/2015","POINT (-92.873061 40.744296)"
"19007_2015_CAINC1-3_annual","19007","Appanoose","CAINC1-3","Per capita personal income","$34,419","Dollars","12/31/2015","POINT (-92.873061 40.744296)"
"19007_2016_CAINC1-1_annual","19007","Appanoose","CAINC1-1","Personal income","$438,863","Thousands of dollars","12/31/2016","POINT (-92.873061 40.744296)"
"19007_2016_CAINC1-3_annual","19007","Appanoose","CAINC1-3","Per capita personal income","$35,310","Dollars","12/31/2016","POINT (-92.873061 40.744296)"
"19007_2017_CAINC1-1_annual","19007","Appanoose","CAINC1-1","Personal income","$460,282","Thousands of dollars","12/31/2017","POINT (-92.873061 40.744296)"
"19007_2017_CAINC1-3_annual","19007","Appanoose","CAINC1-3","Per capita personal income","$37,519","Dollars","12/31/2017","POINT (-92.873061 40.744296)"
"19007_2018_CAINC1-1_annual","19007","Appanoose","CAINC1-1","Personal income","$475,021","Thousands of dollars","12/31/2018","POINT (-92.873061 40.744296)"
"19007_2018_CAINC1-3_annual","19007","Appanoose","CAINC1-3","Per capita personal income","$38,454","Dollars","12/31/2018","POINT (-92.873061 40.744296)"
"19007_2019_CAINC1-1_annual","19007","Appanoose","CAINC1-1","Personal income","$485,141","Thousands of dollars","12/31/2019","POINT (-92.873061 40.744296)"
"19007_2019_CAINC1-3_annual","19007","Appanoose","CAINC1-3","Per capita personal income","$39,137","Dollars","12/31/2019","POINT (-92.873061 40.744296)"
"19007_2020_CAINC1-1_annual","19007","Appanoose","CAINC1-1","Personal income","$525,619","Thousands of dollars","12/31/2020","POINT (-92.873061 40.744296)"
"19007_2020_CAINC1-3_annual","19007","Appanoose","CAINC1-3","Per capita personal income","$42,785","Dollars","12/31/2020","POINT (-92.873061 40.744296)"
"19007_2021_CAINC1-1_annual","19007","Appanoose","CAINC1-1","Personal income","$576,515","Thousands of dollars","12/31/2021","POINT (-92.873061 40.744296)"
"19007_2021_CAINC1-3_annual","19007","Appanoose","CAINC1-3","Per capita personal income","$47,001","Dollars","12/31/2021","POINT (-92.873061 40.744296)"
"19007_2022_CAINC1-1_annual","19007","Appanoose","CAINC1-1","Personal income","$577,838","Thousands of dollars","12/31/2022","POINT (-92.873061 40.744296)"
"19007_2022_CAINC1-3_annual","19007","Appanoose","CAINC1-3","Per capita personal income","$47,779","Dollars","12/31/2022","POINT (-92.873061 40.744296)"
"19009_1997_CAINC1-1_annual","19009","Audubon","CAINC1-1","Personal income","$163,175","Thousands of dollars","12/31/1997","POINT (-94.904312 41.679178)"
"19009_1997_CAINC1-3_annual","19009","Audubon","CAINC1-3","Per capita personal income","$23,594","Dollars","12/31/1997","POINT (-94.904312 41.679178)"
"19009_1998_CAINC1-1_annual","19009","Audubon","CAINC1-1","Personal income","$154,993","Thousands of dollars","12/31/1998","POINT (-94.904312 41.679178)"
"19009_1998_CAINC1-3_annual","19009","Audubon","CAINC1-3","Per capita personal income","$22,486","Dollars","12/31/1998","POINT (-94.904312 41.679178)"
"19009_1999_CAINC1-1_annual","19009","Audubon","CAINC1-1","Personal income","$150,381","Thousands of dollars","12/31/1999","POINT (-94.904312 41.679178)"
"19009_1999_CAINC1-3_annual","19009","Audubon","CAINC1-3","Per capita personal income","$21,807","Dollars","12/31/1999","POINT (-94.904312 41.679178)"
"19009_2000_CAINC1-1_annual","19009","Audubon","CAINC1-1","Personal income","$171,210","Thousands of dollars","12/31/2000","POINT (-94.904312 41.679178)"
"19009_2000_CAINC1-3_annual","19009","Audubon","CAINC1-3","Per capita personal income","$25,163","Dollars","12/31/2000","POINT (-94.904312 41.679178)"
"19009_2001_CAINC1-1_annual","19009","Audubon","CAINC1-1","Personal income","$169,030","Thousands of dollars","12/31/2001","POINT (-94.904312 41.679178)"
"19009_2001_CAINC1-3_annual","19009","Audubon","CAINC1-3","Per capita personal income","$25,365","Dollars","12/31/2001","POINT (-94.904312 41.679178)"
"19009_2002_CAINC1-1_annual","19009","Audubon","CAINC1-1","Personal income","$174,704","Thousands of dollars","12/31/2002","POINT (-94.904312 41.679178)"
"19009_2002_CAINC1-3_annual","19009","Audubon","CAINC1-3","Per capita personal income","$26,583","Dollars","12/31/2002","POINT (-94.904312 41.679178)"
"19009_2003_CAINC1-1_annual","19009","Audubon","CAINC1-1","Personal income","$173,067","Thousands of dollars","12/31/2003","POINT (-94.904312 41.679178)"
"19009_2003_CAINC1-3_annual","19009","Audubon","CAINC1-3","Per capita personal income","$26,712","Dollars","12/31/2003","POINT (-94.904312 41.679178)"
"19009_2004_CAINC1-1_annual","19009","Audubon","CAINC1-1","Personal income","$212,169","Thousands of dollars","12/31/2004","POINT (-94.904312 41.679178)"
"19009_2004_CAINC1-3_annual","19009","Audubon","CAINC1-3","Per capita personal income","$32,997","Dollars","12/31/2004","POINT (-94.904312 41.679178)"
"19009_2005_CAINC1-1_annual","19009","Audubon","CAINC1-1","Personal income","$204,566","Thousands of dollars","12/31/2005","POINT (-94.904312 41.679178)"
"19009_2005_CAINC1-3_annual","19009","Audubon","CAINC1-3","Per capita personal income","$32,348","Dollars","12/31/2005","POINT (-94.904312 41.679178)"
"19009_2006_CAINC1-1_annual","19009","Audubon","CAINC1-1","Personal income","$209,597","Thousands of dollars","12/31/2006","POINT (-94.904312 41.679178)"
"19009_2006_CAINC1-3_annual","19009","Audubon","CAINC1-3","Per capita personal income","$33,455","Dollars","12/31/2006","POINT (-94.904312 41.679178)"
"19009_2007_CAINC1-1_annual","19009","Audubon","CAINC1-1","Personal income","$223,555","Thousands of dollars","12/31/2007","POINT (-94.904312 41.679178)"
"19009_2007_CAINC1-3_annual","19009","Audubon","CAINC1-3","Per capita personal income","$35,930","Dollars","12/31/2007","POINT (-94.904312 41.679178)"
"19009_2008_CAINC1-1_annual","19009","Audubon","CAINC1-1","Personal income","$248,366","Thousands of dollars","12/31/2008","POINT (-94.904312 41.679178)"
"19009_2008_CAINC1-3_annual","19009","Audubon","CAINC1-3","Per capita personal income","$40,059","Dollars","12/31/2008","POINT (-94.904312 41.679178)"
"19009_2009_CAINC1-1_annual","19009","Audubon","CAINC1-1","Personal income","$226,760","Thousands of dollars","12/31/2009","POINT (-94.904312 41.679178)"
"19009_2009_CAINC1-3_annual","19009","Audubon","CAINC1-3","Per capita personal income","$36,956","Dollars","12/31/2009","POINT (-94.904312 41.679178)"
"19009_2010_CAINC1-1_annual","19009","Audubon","CAINC1-1","Personal income","$240,151","Thousands of dollars","12/31/2010","POINT (-94.904312 41.679178)"
"19009_2010_CAINC1-3_annual","19009","Audubon","CAINC1-3","Per capita personal income","$39,375","Dollars","12/31/2010","POINT (-94.904312 41.679178)"
"19009_2011_CAINC1-1_annual","19009","Audubon","CAINC1-1","Personal income","$289,954","Thousands of dollars","12/31/2011","POINT (-94.904312 41.679178)"
"19009_2011_CAINC1-3_annual","19009","Audubon","CAINC1-3","Per capita personal income","$48,125","Dollars","12/31/2011","POINT (-94.904312 41.679178)"
"19009_2012_CAINC1-1_annual","19009","Audubon","CAINC1-1","Personal income","$262,352","Thousands of dollars","12/31/2012","POINT (-94.904312 41.679178)"
"19009_2012_CAINC1-3_annual","19009","Audubon","CAINC1-3","Per capita personal income","$44,421","Dollars","12/31/2012","POINT (-94.904312 41.679178)"
"19009_2013_CAINC1-1_annual","19009","Audubon","CAINC1-1","Personal income","$276,973","Thousands of dollars","12/31/2013","POINT (-94.904312 41.679178)"
"19009_2013_CAINC1-3_annual","19009","Audubon","CAINC1-3","Per capita personal income","$46,754","Dollars","12/31/2013","POINT (-94.904312 41.679178)"
"19009_2014_CAINC1-1_annual","19009","Audubon","CAINC1-1","Personal income","$256,080","Thousands of dollars","12/31/2014","POINT (-94.904312 41.679178)"
"19009_2014_CAINC1-3_annual","19009","Audubon","CAINC1-3","Per capita personal income","$43,767","Dollars","12/31/2014","POINT (-94.904312 41.679178)"
"19009_2015_CAINC1-1_annual","19009","Audubon","CAINC1-1","Personal income","$250,759","Thousands of dollars","12/31/2015","POINT (-94.904312 41.679178)"
"19009_2015_CAINC1-3_annual","19009","Audubon","CAINC1-3","Per capita personal income","$43,167","Dollars","12/31/2015","POINT (-94.904312 41.679178)"
"19009_2016_CAINC1-1_annual","19009","Audubon","CAINC1-1","Personal income","$243,437","Thousands of dollars","12/31/2016","POINT (-94.904312 41.679178)"
"19009_2016_CAINC1-3_annual","19009","Audubon","CAINC1-3","Per capita personal income","$42,374","Dollars","12/31/2016","POINT (-94.904312 41.679178)"
"19009_2017_CAINC1-1_annual","19009","Audubon","CAINC1-1","Personal income","$254,835","Thousands of dollars","12/31/2017","POINT (-94.904312 41.679178)"
"19009_2017_CAINC1-3_annual","19009","Audubon","CAINC1-3","Per capita personal income","$44,810","Dollars","12/31/2017","POINT (-94.904312 41.679178)"
"19009_2018_CAINC1-1_annual","19009","Audubon","CAINC1-1","Personal income","$274,949","Thousands of dollars","12/31/2018","POINT (-94.904312 41.679178)"
"19009_2018_CAINC1-3_annual","19009","Audubon","CAINC1-3","Per capita personal income","$48,776","Dollars","12/31/2018","POINT (-94.904312 41.679178)"
"19009_2019_CAINC1-1_annual","19009","Audubon","CAINC1-1","Personal income","$280,003","Thousands of dollars","12/31/2019","POINT (-94.904312 41.679178)"
"19009_2019_CAINC1-3_annual","19009","Audubon","CAINC1-3","Per capita personal income","$49,427","Dollars","12/31/2019","POINT (-94.904312 41.679178)"
"19009_2020_CAINC1-1_annual","19009","Audubon","CAINC1-1","Personal income","$291,378","Thousands of dollars","12/31/2020","POINT (-94.904312 41.679178)"
"19009_2020_CAINC1-3_annual","19009","Audubon","CAINC1-3","Per capita personal income","$51,290","Dollars","12/31/2020","POINT (-94.904312 41.679178)"
"19009_2021_CAINC1-1_annual","19009","Audubon","CAINC1-1","Personal income","$365,739","Thousands of dollars","12/31/2021","POINT (-94.904312 41.679178)"
"19009_2021_CAINC1-3_annual","19009","Audubon","CAINC1-3","Per capita personal income","$64,561","Dollars","12/31/2021","POINT (-94.904312 41.679178)"
"19009_2022_CAINC1-1_annual","19009","Audubon","CAINC1-1","Personal income","$386,851","Thousands of dollars","12/31/2022","POINT (-94.904312 41.679178)"
"19009_2022_CAINC1-3_annual","19009","Audubon","CAINC1-3","Per capita personal income","$69,105","Dollars","12/31/2022","POINT (-94.904312 41.679178)"
"19011_1997_CAINC1-1_annual","19011","Benton","CAINC1-1","Personal income","$563,221","Thousands of dollars","12/31/1997","POINT (-92.05763 42.092547)"
"19011_1997_CAINC1-3_annual","19011","Benton","CAINC1-3","Per capita personal income","$23,033","Dollars","12/31/1997","POINT (-92.05763 42.092547)"
"19011_1998_CAINC1-1_annual","19011","Benton","CAINC1-1","Personal income","$586,467","Thousands of dollars","12/31/1998","POINT (-92.05763 42.092547)"
"19011_1998_CAINC1-3_annual","19011","Benton","CAINC1-3","Per capita personal income","$23,626","Dollars","12/31/1998","POINT (-92.05763 42.092547)"
"19011_1999_CAINC1-1_annual","19011","Benton","CAINC1-1","Personal income","$604,340","Thousands of dollars","12/31/1999","POINT (-92.05763 42.092547)"
"19011_1999_CAINC1-3_annual","19011","Benton","CAINC1-3","Per capita personal income","$23,968","Dollars","12/31/1999","POINT (-92.05763 42.092547)"
"19011_2000_CAINC1-1_annual","19011","Benton","CAINC1-1","Personal income","$677,817","Thousands of dollars","12/31/2000","POINT (-92.05763 42.092547)"
"19011_2000_CAINC1-3_annual","19011","Benton","CAINC1-3","Per capita personal income","$26,764","Dollars","12/31/2000","POINT (-92.05763 42.092547)"
"19011_2001_CAINC1-1_annual","19011","Benton","CAINC1-1","Personal income","$697,877","Thousands of dollars","12/31/2001","POINT (-92.05763 42.092547)"
"19011_2001_CAINC1-3_annual","19011","Benton","CAINC1-3","Per capita personal income","$27,333","Dollars","12/31/2001","POINT (-92.05763 42.092547)"
"19011_2002_CAINC1-1_annual","19011","Benton","CAINC1-1","Personal income","$710,146","Thousands of dollars","12/31/2002","POINT (-92.05763 42.092547)"
"19011_2002_CAINC1-3_annual","19011","Benton","CAINC1-3","Per capita personal income","$27,494","Dollars","12/31/2002","POINT (-92.05763 42.092547)"
"19011_2003_CAINC1-1_annual","19011","Benton","CAINC1-1","Personal income","$710,535","Thousands of dollars","12/31/2003","POINT (-92.05763 42.092547)"
"19011_2003_CAINC1-3_annual","19011","Benton","CAINC1-3","Per capita personal income","$27,385","Dollars","12/31/2003","POINT (-92.05763 42.092547)"
"19011_2004_CAINC1-1_annual","19011","Benton","CAINC1-1","Personal income","$777,323","Thousands of dollars","12/31/2004","POINT (-92.05763 42.092547)"
"19011_2004_CAINC1-3_annual","19011","Benton","CAINC1-3","Per capita personal income","$29,690","Dollars","12/31/2004","POINT (-92.05763 42.092547)"
"19011_2005_CAINC1-1_annual","19011","Benton","CAINC1-1","Personal income","$787,482","Thousands of dollars","12/31/2005","POINT (-92.05763 42.092547)"
"19011_2005_CAINC1-3_annual","19011","Benton","CAINC1-3","Per capita personal income","$29,982","Dollars","12/31/2005","POINT (-92.05763 42.092547)"
"19011_2006_CAINC1-1_annual","19011","Benton","CAINC1-1","Personal income","$827,185","Thousands of dollars","12/31/2006","POINT (-92.05763 42.092547)"
"19011_2006_CAINC1-3_annual","19011","Benton","CAINC1-3","Per capita personal income","$31,648","Dollars","12/31/2006","POINT (-92.05763 42.092547)"
"19011_2007_CAINC1-1_annual","19011","Benton","CAINC1-1","Personal income","$912,818","Thousands of dollars","12/31/2007","POINT (-92.05763 42.092547)"
"19011_2007_CAINC1-3_annual","19011","Benton","CAINC1-3","Per capita personal income","$35,019","Dollars","12/31/2007","POINT (-92.05763 42.092547)"
"19011_2008_CAINC1-1_annual","19011","Benton","CAINC1-1","Personal income","$1,003,604","Thousands of dollars","12/31/2008","POINT (-92.05763 42.092547)"
"19011_2008_CAINC1-3_annual","19011","Benton","CAINC1-3","Per capita personal income","$38,457","Dollars","12/31/2008","POINT (-92.05763 42.092547)"
"19011_2009_CAINC1-1_annual","19011","Benton","CAINC1-1","Personal income","$1,010,155","Thousands of dollars","12/31/2009","POINT (-92.05763 42.092547)"
"19011_2009_CAINC1-3_annual","19011","Benton","CAINC1-3","Per capita personal income","$38,678","Dollars","12/31/2009","POINT (-92.05763 42.092547)"
"19011_2010_CAINC1-1_annual","19011","Benton","CAINC1-1","Personal income","$1,050,685","Thousands of dollars","12/31/2010","POINT (-92.05763 42.092547)"
"19011_2010_CAINC1-3_annual","19011","Benton","CAINC1-3","Per capita personal income","$40,329","Dollars","12/31/2010","POINT (-92.05763 42.092547)"
"19011_2011_CAINC1-1_annual","19011","Benton","CAINC1-1","Personal income","$1,114,199","Thousands of dollars","12/31/2011","POINT (-92.05763 42.092547)"
"19011_2011_CAINC1-3_annual","19011","Benton","CAINC1-3","Per capita personal income","$42,696","Dollars","12/31/2011","POINT (-92.05763 42.092547)"
"19011_2012_CAINC1-1_annual","19011","Benton","CAINC1-1","Personal income","$1,143,304","Thousands of dollars","12/31/2012","POINT (-92.05763 42.092547)"
"19011_2012_CAINC1-3_annual","19011","Benton","CAINC1-3","Per capita personal income","$44,213","Dollars","12/31/2012","POINT (-92.05763 42.092547)"
"19011_2013_CAINC1-1_annual","19011","Benton","CAINC1-1","Personal income","$1,177,077","Thousands of dollars","12/31/2013","POINT (-92.05763 42.092547)"
"19011_2013_CAINC1-3_annual","19011","Benton","CAINC1-3","Per capita personal income","$45,726","Dollars","12/31/2013","POINT (-92.05763 42.092547)"
"19011_2014_CAINC1-1_annual","19011","Benton","CAINC1-1","Personal income","$1,206,431","Thousands of dollars","12/31/2014","POINT (-92.05763 42.092547)"
